0.7411764706;0.8196078431;0.9529411765
0.5450980392;0.6823529412;0.8352941176
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.3960784314;0.5803921569;0.9490196078
0.3960784314;0.5803921569;0.9490196078
0.2431372549;0.4627450980;0.9372549020
0.2431372549;0.4627450980;0.9372549020
0.2431372549;0.4627450980;0.9372549020
0.3960784314;0.5803921569;0.9490196078
0.3960784314;0.5803921569;0.9490196078
0.3960784314;0.5803921569;0.9490196078
0.3960784314;0.5803921569;0.9490196078
0.3960784314;0.5803921569;0.9490196078
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.5450980392;0.6823529412;0.8352941176
0.3960784314;0.5803921569;0.9490196078
0.3960784314;0.5803921569;0.9490196078
0.5450980392;0.6823529412;0.8352941176
0.3960784314;0.5803921569;0.9490196078
0.2431372549;0.4627450980;0.9372549020
0.2431372549;0.4627450980;0.9372549020
0.2431372549;0.4627450980;0.9372549020
0.3960784314;0.5803921569;0.9490196078
0.5450980392;0.6823529412;0.8352941176
0.3960784314;0.5803921569;0.9490196078
0.7411764706;0.8196078431;0.9529411765
0.5450980392;0.6823529412;0.8352941176
0.5450980392;0.6823529412;0.8352941176
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.3960784314;0.5803921569;0.9490196078
0.2431372549;0.4627450980;0.9372549020
0.3960784314;0.5803921569;0.9490196078
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.5450980392;0.6823529412;0.8352941176
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.7411764706;0.8196078431;0.9529411765
0.3960784314;0.5803921569;0.9490196078
0.3960784314;0.5803921569;0.9490196078
0.3960784314;0.5803921569;0.9490196078
0.2431372549;0.4627450980;0.9372549020
0.2431372549;0.4627450980;0.9372549020
0.2431372549;0.4627450980;0.9372549020
